date,hour,day_of_week,month,zone,total_slots,occupied,available,occupancy_pct,is_weekend,is_semester
2025-01-02,14,3,1,C,15,9,6,63.0,0,1
2025-01-02,14,3,1,D,15,8,7,54.1,0,1
2025-01-02,15,3,1,A,15,10,5,69.2,0,1
2025-01-02,15,3,1,B,15,9,6,66.6,0,1
2025-01-02,15,3,1,C,15,9,6,60.3,0,1
2025-01-02,15,3,1,D,15,7,8,49.6,0,1
2025-01-02,16,3,1,A,15,11,4,79.2,0,1
2025-01-02,16,3,1,B,15,10,5,73.2,0,1
2025-01-02,16,3,1,C,15,11,4,78.1,0,1
2025-01-02,16,3,1,D,15,8,7,57.4,0,1
2025-01-02,17,3,1,A,15,10,5,71.1,0,1
2025-01-02,17,3,1,B,15,8,7,59.4,0,1
2025-01-02,17,3,1,C,15,5,10,38.6,0,1
2025-01-02,17,3,1,D,15,7,8,47.8,0,1
2025-01-02,18,3,1,A,15,10,5,69.5,0,1
2025-01-02,18,3,1,B,15,11,4,79.7,0,1
2025-01-02,18,3,1,C,15,7,8,52.5,0,1
2025-01-02,18,3,1,D,15,7,8,50.4,0,1
2025-01-02,19,3,1,A,15,10,5,68.7,0,1
2025-01-02,19,3,1,B,15,7,8,50.7,0,1
2025-01-02,19,3,1,C,15,9,6,63.1,0,1
2025-01-02,19,3,1,D,15,8,7,54.0,0,1
2025-01-02,20,3,1,A,15,5,10,35.1,0,1
2025-01-02,20,3,1,B,15,2,13,17.7,0,1
2025-01-02,20,3,1,C,15,5,10,33.7,0,1
2025-01-02,20,3,1,D,15,1,14,8.8,0,1
2025-01-02,21,3,1,A,15,5,10,33.4,0,1
2025-01-02,21,3,1,B,15,6,9,42.5,0,1
2025-01-02,21,3,1,C,15,2,13,14.6,0,1
2025-01-02,21,3,1,D,15,2,13,15.5,0,1
2025-01-03,6,4,1,A,15,6,9,41.0,0,1
2025-01-03,6,4,1,B,15,4,11,31.0,0,1
2025-01-03,6,4,1,C,15,2,13,19.1,0,1
2025-01-03,6,4,1,D,15,4,11,28.5,0,1
2025-01-03,7,4,1,A,15,4,11,31.8,0,1
2025-01-03,7,4,1,B,15,5,10,38.8,0,1
2025-01-03,7,4,1,C,15,3,12,24.1,0,1
2025-01-03,7,4,1,D,15,6,9,40.4,0,1
2025-01-03,8,4,1,A,15,13,2,91.5,0,1
2025-01-03,8,4,1,B,15,12,3,82.4,0,1
2025-01-03,8,4,1,C,15,12,3,83.0,0,1
2025-01-03,8,4,1,D,15,8,7,58.2,0,1
2025-01-03,9,4,1,A,15,14,1,98.0,0,1
2025-01-03,9,4,1,B,15,14,1,95.5,0,1
2025-01-03,9,4,1,C,15,9,6,63.6,0,1
2025-01-03,9,4,1,D,15,10,5,69.5,0,1
2025-01-03,10,4,1,A,15,14,1,98.0,0,1
2025-01-03,10,4,1,B,15,13,2,91.3,0,1
2025-01-03,10,4,1,C,15,9,6,66.6,0,1
2025-01-03,10,4,1,D,15,8,7,57.4,0,1
2025-01-03,11,4,1,A,15,13,2,90.4,0,1
2025-01-03,11,4,1,B,15,11,4,77.4,0,1
2025-01-03,11,4,1,C,15,10,5,69.5,0,1
2025-01-03,11,4,1,D,15,9,6,62.8,0,1
2025-01-03,12,4,1,A,15,12,3,80.8,0,1
2025-01-03,12,4,1,B,15,11,4,76.9,0,1
2025-01-03,12,4,1,C,15,10,5,69.8,0,1
2025-01-03,12,4,1,D,15,8,7,54.3,0,1
2025-01-03,13,4,1,A,15,14,1,98.0,0,1
2025-01-03,13,4,1,B,15,11,4,78.8,0,1
2025-01-03,13,4,1,C,15,8,7,58.0,0,1
2025-01-03,13,4,1,D,15,9,6,65.3,0,1
2025-01-03,14,4,1,A,15,10,5,72.7,0,1
2025-01-03,14,4,1,B,15,11,4,76.3,0,1
2025-01-03,14,4,1,C,15,10,5,72.3,0,1
2025-01-03,14,4,1,D,15,7,8,49.4,0,1
2025-01-03,15,4,1,A,15,13,2,88.2,0,1
2025-01-03,15,4,1,B,15,10,5,73.3,0,1
2025-01-03,15,4,1,C,15,10,5,69.6,0,1
2025-01-03,15,4,1,D,15,10,5,71.2,0,1
2025-01-03,16,4,1,A,15,11,4,78.5,0,1
2025-01-03,16,4,1,B,15,9,6,64.0,0,1
2025-01-03,16,4,1,C,15,8,7,55.9,0,1
2025-01-03,16,4,1,D,15,7,8,49.5,0,1
2025-01-03,17,4,1,A,15,10,5,68.4,0,1
2025-01-03,17,4,1,B,15,9,6,62.7,0,1
2025-01-03,17,4,1,C,15,8,7,56.2,0,1
2025-01-03,17,4,1,D,15,8,7,54.6,0,1
2025-01-03,18,4,1,A,15,10,5,69.1,0,1
2025-01-03,18,4,1,B,15,10,5,71.6,0,1
2025-01-03,18,4,1,C,15,7,8,51.9,0,1
2025-01-03,18,4,1,D,15,10,5,69.8,0,1
2025-01-03,19,4,1,A,15,11,4,74.0,0,1
2025-01-03,19,4,1,B,15,7,8,53.1,0,1
2025-01-03,19,4,1,C,15,6,9,45.4,0,1
2025-01-03,19,4,1,D,15,7,8,51.9,0,1
2025-01-03,20,4,1,A,15,4,11,27.0,0,1
2025-01-03,20,4,1,B,15,4,11,30.7,0,1
2025-01-03,20,4,1,C,15,3,12,26.3,0,1
2025-01-03,20,4,1,D,15,2,13,19.4,0,1
2025-01-03,21,4,1,A,15,3,12,22.0,0,1
2025-01-03,21,4,1,B,15,1,14,12.9,0,1
2025-01-03,21,4,1,C,15,2,13,18.9,0,1
2025-01-03,21,4,1,D,15,4,11,26.9,0,1
2025-01-04,6,5,1,A,15,2,13,15.8,1,1
2025-01-04,6,5,1,B,15,0,15,5.0,1,1
2025-01-04,6,5,1,C,15,1,14,12.4,1,1
2025-01-04,6,5,1,D,15,1,14,12.9,1,1
2025-01-04,7,5,1,A,15,1,14,7.0,1,1
2025-01-04,7,5,1,B,15,2,13,13.5,1,1
2025-01-04,7,5,1,C,15,1,14,11.5,1,1
2025-01-04,7,5,1,D,15,0,15,5.0,1,1
2025-01-04,8,5,1,A,15,5,10,37.1,1,1
2025-01-04,8,5,1,B,15,5,10,34.2,1,1
2025-01-04,8,5,1,C,15,5,10,35.4,1,1
2025-01-04,8,5,1,D,15,4,11,32.2,1,1
2025-01-04,9,5,1,A,15,3,12,23.2,1,1
2025-01-04,9,5,1,B,15,3,12,22.2,1,1
2025-01-04,9,5,1,C,15,4,11,30.9,1,1
2025-01-04,9,5,1,D,15,4,11,27.9,1,1
2025-01-04,10,5,1,A,15,5,10,38.3,1,1
2025-01-04,10,5,1,B,15,9,6,60.6,1,1
2025-01-04,10,5,1,C,15,4,11,31.3,1,1
2025-01-04,10,5,1,D,15,4,11,32.9,1,1
2025-01-04,11,5,1,A,15,5,10,37.8,1,1
2025-01-04,11,5,1,B,15,4,11,31.5,1,1
2025-01-04,11,5,1,C,15,3,12,21.1,1,1
2025-01-04,11,5,1,D,15,4,11,27.1,1,1
2025-01-04,12,5,1,A,15,3,12,24.0,1,1
2025-01-04,12,5,1,B,15,3,12,24.4,1,1
2025-01-04,12,5,1,C,15,2,13,19.7,1,1
2025-01-04,12,5,1,D,15,3,12,21.7,1,1
2025-01-04,13,5,1,A,15,7,8,48.7,1,1
2025-01-04,13,5,1,B,15,1,14,11.3,1,1
2025-01-04,13,5,1,C,15,4,11,29.1,1,1
2025-01-04,13,5,1,D,15,1,14,8.1,1,1
2025-01-04,14,5,1,A,15,3,12,24.4,1,1
2025-01-04,14,5,1,B,15,4,11,33.2,1,1
2025-01-04,14,5,1,C,15,3,12,22.6,1,1
2025-01-04,14,5,1,D,15,1,14,11.0,1,1
2025-01-04,15,5,1,A,15,3,12,22.5,1,1
2025-01-04,15,5,1,B,15,4,11,29.9,1,1
2025-01-04,15,5,1,C,15,2,13,16.2,1,1
2025-01-04,15,5,1,D,15,3,12,21.3,1,1
2025-01-04,16,5,1,A,15,4,11,28.5,1,1
2025-01-04,16,5,1,B,15,2,13,19.3,1,1
2025-01-04,16,5,1,C,15,5,10,39.2,1,1
2025-01-04,16,5,1,D,15,3,12,24.7,1,1
2025-01-04,17,5,1,A,15,1,14,7.9,1,1
2025-01-04,17,5,1,B,15,3,12,22.5,1,1
2025-01-04,17,5,1,C,15,2,13,13.6,1,1
2025-01-04,17,5,1,D,15,3,12,23.6,1,1
2025-01-04,18,5,1,A,15,2,13,17.8,1,1
2025-01-04,18,5,1,B,15,3,12,20.1,1,1
2025-01-04,18,5,1,C,15,3,12,22.9,1,1
2025-01-04,18,5,1,D,15,3,12,23.7,1,1
2025-01-04,19,5,1,A,15,2,13,14.5,1,1
2025-01-04,19,5,1,B,15,2,13,18.3,1,1
2025-01-04,19,5,1,C,15,2,13,15.1,1,1
2025-01-04,19,5,1,D,15,1,14,11.6,1,1
2025-01-04,20,5,1,A,15,3,12,24.2,1,1
2025-01-04,20,5,1,B,15,1,14,12.0,1,1
2025-01-04,20,5,1,C,15,0,15,5.0,1,1
2025-01-04,20,5,1,D,15,2,13,14.3,1,1
2025-01-04,21,5,1,A,15,4,11,27.0,1,1
2025-01-04,21,5,1,B,15,2,13,17.0,1,1
2025-01-04,21,5,1,C,15,0,15,5.0,1,1
2025-01-04,21,5,1,D,15,0,15,5.0,1,1
2025-01-05,6,6,1,A,15,3,12,24.2,1,1
2025-01-05,6,6,1,B,15,0,15,6.6,1,1
2025-01-05,6,6,1,C,15,2,13,14.6,1,1
2025-01-05,6,6,1,D,15,2,13,16.0,1,1
2025-01-05,7,6,1,A,15,1,14,6.7,1,1
2025-01-05,7,6,1,B,15,1,14,11.8,1,1
2025-01-05,7,6,1,C,15,0,15,5.0,1,1
2025-01-05,7,6,1,D,15,0,15,5.0,1,1
2025-01-05,8,6,1,A,15,4,11,32.2,1,1
2025-01-05,8,6,1,B,15,2,13,19.8,1,1
2025-01-05,8,6,1,C,15,5,10,39.8,1,1
2025-01-05,8,6,1,D,15,1,14,12.4,1,1
2025-01-05,9,6,1,A,15,4,11,30.7,1,1
2025-01-05,9,6,1,B,15,4,11,30.8,1,1
2025-01-05,9,6,1,C,15,5,10,38.3,1,1
2025-01-05,9,6,1,D,15,1,14,12.3,1,1
2025-01-05,10,6,1,A,15,6,9,43.5,1,1
2025-01-05,10,6,1,B,15,4,11,29.8,1,1
2025-01-05,10,6,1,C,15,2,13,18.9,1,1
2025-01-05,10,6,1,D,15,4,11,27.5,1,1
2025-01-05,11,6,1,A,15,4,11,31.8,1,1
2025-01-05,11,6,1,B,15,3,12,21.4,1,1
2025-01-05,11,6,1,C,15,3,12,24.2,1,1
2025-01-05,11,6,1,D,15,2,13,17.9,1,1
2025-01-05,12,6,1,A,15,4,11,31.1,1,1
2025-01-05,12,6,1,B,15,4,11,31.5,1,1
2025-01-05,12,6,1,C,15,5,10,36.3,1,1
2025-01-05,12,6,1,D,15,1,14,11.1,1,1
2025-01-05,13,6,1,A,15,7,8,47.3,1,1
2025-01-05,13,6,1,B,15,1,14,10.6,1,1
2025-01-05,13,6,1,C,15,3,12,22.4,1,1
2025-01-05,13,6,1,D,15,3,12,25.7,1,1
2025-01-05,14,6,1,A,15,4,11,30.4,1,1
2025-01-05,14,6,1,B,15,2,13,19.5,1,1
2025-01-05,14,6,1,C,15,3,12,20.4,1,1
2025-01-05,14,6,1,D,15,2,13,15.7,1,1
2025-01-05,15,6,1,A,15,3,12,23.5,1,1
2025-01-05,15,6,1,B,15,4,11,31.3,1,1
2025-01-05,15,6,1,C,15,3,12,24.9,1,1
2025-01-05,15,6,1,D,15,2,13,14.1,1,1
2025-01-05,16,6,1,A,15,5,10,35.4,1,1
2025-01-05,16,6,1,B,15,4,11,27.0,1,1
2025-01-05,16,6,1,C,15,4,11,28.6,1,1
2025-01-05,16,6,1,D,15,3,12,24.6,1,1
2025-01-05,17,6,1,A,15,2,13,17.5,1,1
2025-01-05,17,6,1,B,15,2,13,16.5,1,1
2025-01-05,17,6,1,C,15,3,12,24.9,1,1
2025-01-05,17,6,1,D,15,3,12,21.7,1,1
2025-01-05,18,6,1,A,15,3,12,24.0,1,1
2025-01-05,18,6,1,B,15,3,12,21.9,1,1
2025-01-05,18,6,1,C,15,4,11,29.1,1,1
2025-01-05,18,6,1,D,15,1,14,12.1,1,1
2025-01-05,19,6,1,A,15,4,11,28.5,1,1
2025-01-05,19,6,1,B,15,2,13,19.4,1,1
2025-01-05,19,6,1,C,15,2,13,17.2,1,1
2025-01-05,19,6,1,D,15,3,12,25.6,1,1
2025-01-05,20,6,1,A,15,2,13,16.7,1,1
2025-01-05,20,6,1,B,15,2,13,15.3,1,1
2025-01-05,20,6,1,C,15,2,13,18.3,1,1
2025-01-05,20,6,1,D,15,1,14,7.2,1,1
2025-01-05,21,6,1,A,15,2,13,15.5,1,1
2025-01-05,21,6,1,B,15,0,15,6.3,1,1
2025-01-05,21,6,1,C,15,1,14,10.5,1,1
2025-01-05,21,6,1,D,15,0,15,6.0,1,1
2025-01-06,6,0,1,A,15,6,9,41.0,0,1
2025-01-06,6,0,1,B,15,5,10,39.8,0,1
2025-01-06,6,0,1,C,15,3,12,25.0,0,1
2025-01-06,6,0,1,D,15,6,9,44.7,0,1
2025-01-06,7,0,1,A,15,4,11,32.2,0,1
2025-01-06,7,0,1,B,15,3,12,25.3,0,1
2025-01-06,7,0,1,C,15,6,9,40.8,0,1
2025-01-06,7,0,1,D,15,5,10,34.3,0,1
2025-01-06,8,0,1,A,15,14,1,98.0,0,1
2025-01-06,8,0,1,B,15,13,2,90.0,0,1
2025-01-06,8,0,1,C,15,11,4,76.4,0,1
2025-01-06,8,0,1,D,15,9,6,60.8,0,1
2025-01-06,9,0,1,A,15,14,1,98.0,0,1
2025-01-06,9,0,1,B,15,11,4,79.6,0,1
2025-01-06,9,0,1,C,15,12,3,84.3,0,1
2025-01-06,9,0,1,D,15,10,5,66.8,0,1
2025-01-06,10,0,1,A,15,13,2,91.1,0,1
2025-01-06,10,0,1,B,15,12,3,82.4,0,1
2025-01-06,10,0,1,C,15,11,4,79.8,0,1
2025-01-06,10,0,1,D,15,9,6,63.5,0,1
2025-01-06,11,0,1,A,15,11,4,79.7,0,1
2025-01-06,11,0,1,B,15,11,4,76.9,0,1
2025-01-06,11,0,1,C,15,10,5,69.5,0,1
2025-01-06,11,0,1,D,15,8,7,55.9,0,1
2025-01-06,12,0,1,A,15,12,3,82.5,0,1
2025-01-06,12,0,1,B,15,11,4,76.9,0,1
2025-01-06,12,0,1,C,15,8,7,55.9,0,1
2025-01-06,12,0,1,D,15,7,8,48.7,0,1
2025-01-06,13,0,1,A,15,12,3,80.5,0,1
2025-01-06,13,0,1,B,15,10,5,73.3,0,1
2025-01-06,13,0,1,C,15,10,5,70.0,0,1
2025-01-06,13,0,1,D,15,10,5,71.8,0,1
2025-01-06,14,0,1,A,15,13,2,87.4,0,1
2025-01-06,14,0,1,B,15,10,5,68.7,0,1
2025-01-06,14,0,1,C,15,9,6,62.8,0,1
2025-01-06,14,0,1,D,15,7,8,48.0,0,1
2025-01-06,15,0,1,A,15,12,3,80.4,0,1
2025-01-06,15,0,1,B,15,10,5,67.7,0,1
2025-01-06,15,0,1,C,15,9,6,65.6,0,1
2025-01-06,15,0,1,D,15,7,8,49.4,0,1
2025-01-06,16,0,1,A,15,12,3,84.7,0,1
2025-01-06,16,0,1,B,15,12,3,82.3,0,1
2025-01-06,16,0,1,C,15,9,6,62.1,0,1
2025-01-06,16,0,1,D,15,8,7,59.2,0,1
2025-01-06,17,0,1,A,15,11,4,74.5,0,1
2025-01-06,17,0,1,B,15,8,7,56.8,0,1
2025-01-06,17,0,1,C,15,8,7,55.8,0,1
2025-01-06,17,0,1,D,15,7,8,48.1,0,1
2025-01-06,18,0,1,A,15,10,5,69.8,0,1
2025-01-06,18,0,1,B,15,8,7,53.8,0,1
2025-01-06,18,0,1,C,15,8,7,54.2,0,1
2025-01-06,18,0,1,D,15,7,8,52.0,0,1
2025-01-06,19,0,1,A,15,12,3,80.6,0,1
2025-01-06,19,0,1,B,15,10,5,67.7,0,1
2025-01-06,19,0,1,C,15,10,5,71.2,0,1
2025-01-06,19,0,1,D,15,6,9,41.9,0,1
2025-01-06,20,0,1,A,15,5,10,35.7,0,1
2025-01-06,20,0,1,B,15,3,12,26.5,0,1
2025-01-06,20,0,1,C,15,6,9,40.0,0,1
2025-01-06,20,0,1,D,15,2,13,13.5,0,1
2025-01-06,21,0,1,A,15,3,12,22.0,0,1
2025-01-06,21,0,1,B,15,3,12,20.2,0,1
2025-01-06,21,0,1,C,15,0,15,5.5,0,1
2025-01-06,21,0,1,D,15,2,13,15.8,0,1
2025-01-07,6,1,1,A,15,5,10,34.2,0,1
2025-01-07,6,1,1,B,15,5,10,36.2,0,1
2025-01-07,6,1,1,C,15,5,10,34.2,0,1
2025-01-07,6,1,1,D,15,6,9,43.0,0,1
2025-01-07,7,1,1,A,15,7,8,47.9,0,1
2025-01-07,7,1,1,B,15,4,11,30.4,0,1
2025-01-07,7,1,1,C,15,3,12,24.3,0,1
2025-01-07,7,1,1,D,15,4,11,31.9,0,1
2025-01-07,8,1,1,A,15,13,2,87.2,0,1
2025-01-07,8,1,1,B,15,14,1,98.0,0,1
2025-01-07,8,1,1,C,15,12,3,85.9,0,1
2025-01-07,8,1,1,D,15,9,6,64.2,0,1
2025-01-07,9,1,1,A,15,12,3,84.0,0,1
2025-01-07,9,1,1,B,15,14,1,95.8,0,1
2025-01-07,9,1,1,C,15,11,4,75.6,0,1
2025-01-07,9,1,1,D,15,11,4,77.9,0,1
2025-01-07,10,1,1,A,15,12,3,85.0,0,1
2025-01-07,10,1,1,B,15,12,3,80.2,0,1
2025-01-07,10,1,1,C,15,11,4,76.5,0,1
2025-01-07,10,1,1,D,15,10,5,68.4,0,1
2025-01-07,11,1,1,A,15,12,3,82.6,0,1
2025-01-07,11,1,1,B,15,11,4,80.0,0,1
2025-01-07,11,1,1,C,15,8,7,59.0,0,1
2025-01-07,11,1,1,D,15,8,7,58.9,0,1
2025-01-07,12,1,1,A,15,13,2,87.2,0,1
2025-01-07,12,1,1,B,15,11,4,79.1,0,1
2025-01-07,12,1,1,C,15,10,5,73.2,0,1
2025-01-07,12,1,1,D,15,7,8,51.0,0,1
2025-01-07,13,1,1,A,15,11,4,74.0,0,1
2025-01-07,13,1,1,B,15,12,3,85.2,0,1
2025-01-07,13,1,1,C,15,10,5,70.2,0,1
2025-01-07,13,1,1,D,15,8,7,54.0,0,1
2025-01-07,14,1,1,A,15,13,2,92.9,0,1
2025-01-07,14,1,1,B,15,10,5,70.9,0,1
2025-01-07,14,1,1,C,15,10,5,72.4,0,1
2025-01-07,14,1,1,D,15,8,7,56.5,0,1
2025-01-07,15,1,1,A,15,14,1,97.0,0,1
2025-01-07,15,1,1,B,15,12,3,84.0,0,1
2025-01-07,15,1,1,C,15,9,6,61.0,0,1
2025-01-07,15,1,1,D,15,9,6,63.8,0,1
2025-01-07,16,1,1,A,15,12,3,85.7,0,1
2025-01-07,16,1,1,B,15,12,3,80.9,0,1
2025-01-07,16,1,1,C,15,8,7,55.3,0,1
2025-01-07,16,1,1,D,15,9,6,61.5,0,1
2025-01-07,17,1,1,A,15,11,4,77.5,0,1
2025-01-07,17,1,1,B,15,6,9,45.9,0,1
2025-01-07,17,1,1,C,15,6,9,44.5,0,1
2025-01-07,17,1,1,D,15,4,11,31.7,0,1
2025-01-07,18,1,1,A,15,10,5,66.8,0,1
2025-01-07,18,1,1,B,15,9,6,65.7,0,1
2025-01-07,18,1,1,C,15,9,6,66.0,0,1
2025-01-07,18,1,1,D,15,7,8,48.6,0,1
2025-01-07,19,1,1,A,15,12,3,82.0,0,1
2025-01-07,19,1,1,B,15,7,8,49.0,0,1
2025-01-07,19,1,1,C,15,6,9,40.4,0,1
2025-01-07,19,1,1,D,15,7,8,47.6,0,1
2025-01-07,20,1,1,A,15,4,11,31.8,0,1
2025-01-07,20,1,1,B,15,3,12,24.7,0,1
2025-01-07,20,1,1,C,15,0,15,6.0,0,1
2025-01-07,20,1,1,D,15,2,13,19.3,0,1
2025-01-07,21,1,1,A,15,2,13,18.3,0,1
2025-01-07,21,1,1,B,15,4,11,30.4,0,1
2025-01-07,21,1,1,C,15,3,12,25.4,0,1
2025-01-07,21,1,1,D,15,1,14,12.5,0,1
2025-01-08,6,2,1,A,15,5,10,36.1,0,1
2025-01-08,6,2,1,B,15,3,12,26.5,0,1
2025-01-08,6,2,1,C,15,4,11,31.0,0,1
2025-01-08,6,2,1,D,15,5,10,35.6,0,1
2025-01-08,7,2,1,A,15,4,11,32.4,0,1
2025-01-08,7,2,1,B,15,5,10,39.0,0,1
2025-01-08,7,2,1,C,15,4,11,27.3,0,1
2025-01-08,7,2,1,D,15,3,12,21.7,0,1
2025-01-08,8,2,1,A,15,14,1,96.9,0,1
2025-01-08,8,2,1,B,15,11,4,76.7,0,1
2025-01-08,8,2,1,C,15,10,5,72.1,0,1
2025-01-08,8,2,1,D,15,8,7,58.4,0,1
2025-01-08,9,2,1,A,15,14,1,98.0,0,1
2025-01-08,9,2,1,B,15,12,3,85.3,0,1
2025-01-08,9,2,1,C,15,10,5,70.9,0,1
2025-01-08,9,2,1,D,15,10,5,69.7,0,1
2025-01-08,10,2,1,A,15,14,1,96.9,0,1
2025-01-08,10,2,1,B,15,12,3,83.2,0,1
2025-01-08,10,2,1,C,15,12,3,81.4,0,1
2025-01-08,10,2,1,D,15,11,4,74.1,0,1
2025-01-08,11,2,1,A,15,12,3,82.0,0,1
2025-01-08,11,2,1,B,15,10,5,70.4,0,1
2025-01-08,11,2,1,C,15,9,6,65.3,0,1
2025-01-08,11,2,1,D,15,6,9,41.6,0,1
2025-01-08,12,2,1,A,15,11,4,74.1,0,1
2025-01-08,12,2,1,B,15,12,3,85.9,0,1
2025-01-08,12,2,1,C,15,12,3,80.7,0,1
2025-01-08,12,2,1,D,15,8,7,58.0,0,1
2025-01-08,13,2,1,A,15,13,2,90.9,0,1
2025-01-08,13,2,1,B,15,11,4,77.5,0,1
2025-01-08,13,2,1,C,15,13,2,92.1,0,1
